EventID,Timestamp,Source IP,Destination IP,Protocol,Action,Bytes Sent,Risk Score
N00288,2025-04-12 21:24:13,203.254.122.248,213.250.44.211,HTTP,Reset,46922,0.18
N00289,2025-03-26 06:24:18,196.229.229.122,71.10.125.190,UDP,Allow,2207,0.51
N00290,2025-04-11 09:22:17,218.118.248.49,180.134.118.255,HTTPS,Allow,28735,0.59
N00291,2025-03-22 17:15:19,179.252.215.4,210.91.49.143,UDP,Block,13892,0.22
N00292,2025-03-28 03:26:03,34.85.155.214,214.138.108.120,ICMP,Reset,12093,0.32
N00293,2025-04-07 12:44:20,70.103.252.241,38.242.205.45,HTTPS,Block,27104,0.17
N00294,2025-03-15 21:09:18,198.41.139.181,22.110.154.112,HTTPS,Allow,29207,0.97
N00295,2025-03-20 15:11:21,105.231.59.188,138.142.176.243,ICMP,Allow,5010,0.57
N00296,2025-04-08 14:17:34,194.74.245.181,213.212.174.22,ICMP,Block,689,0.1
N00297,2025-03-28 22:55:10,214.91.188.85,199.15.15.13,TCP,Allow,14636,0.6
N00298,2025-03-30 04:09:06,199.142.14.136,156.248.201.217,TCP,Reset,32146,0.82
N00299,2025-04-02 10:39:05,71.89.24.196,71.48.175.143,ICMP,Reset,26736,0.54
N00300,2025-03-19 01:33:14,150.131.225.194,191.32.55.192,TCP,Allow,15197,0.58
N00301,2025-03-24 18:30:49,204.74.253.146,203.228.187.177,UDP,Allow,9590,0.46
N00302,2025-04-05 15:34:19,111.110.69.97,142.55.82.158,ICMP,Allow,31987,0.53
N00303,2025-03-15 13:21:08,181.98.162.147,219.99.242.76,ICMP,Reset,42102,0.7
N00304,2025-03-28 12:04:07,107.143.32.37,150.141.89.1,TCP,Block,11708,0.34
N00305,2025-04-06 05:16:45,139.1.3.212,157.65.194.92,UDP,Block,6808,0.24
N00306,2025-03-30 16:33:38,4.227.255.59,164.112.38.138,UDP,Reset,11900,0.86
N00307,2025-03-22 14:10:51,156.217.219.65,193.53.20.231,UDP,Allow,9209,0.65
N00308,2025-03-28 22:39:11,129.228.64.11,209.179.180.249,UDP,Reset,21907,0.58
N00309,2025-04-03 02:25:19,68.180.182.92,53.238.13.125,UDP,Allow,45590,0.48
N00310,2025-03-17 02:10:46,177.189.236.126,202.122.164.15,UDP,Block,9821,0.66
N00311,2025-04-02 13:09:53,102.54.139.148,178.23.93.65,HTTPS,Reset,28217,0.43
N00312,2025-03-31 20:09:36,190.157.169.226,97.245.211.111,HTTP,Block,7357,0.86
N00313,2025-04-04 01:45:34,195.28.181.84,30.159.139.126,TCP,Block,33922,0.49
N00314,2025-04-01 16:50:40,215.144.8.158,216.103.250.252,HTTPS,Block,22030,0.29
N00315,2025-04-05 19:39:31,143.127.187.202,148.24.101.37,HTTP,Block,36492,0.73
N00316,2025-03-25 13:36:00,41.210.159.255,192.26.128.59,UDP,Allow,31258,0.24
N00317,2025-03-23 19:37:07,118.154.235.32,145.110.139.41,ICMP,Block,47767,0.76
N00318,2025-04-10 21:03:07,204.13.157.255,106.138.252.166,UDP,Allow,412,0.75
N00319,2025-03-29 06:22:23,212.225.220.225,219.68.90.135,TCP,Reset,15076,0.31
N00320,2025-03-25 04:13:56,205.15.200.208,160.2.112.171,HTTP,Block,21769,0.06
N00321,2025-03-26 01:17:57,221.218.154.96,206.162.170.107,TCP,Allow,455,0.21
N00322,2025-04-02 13:54:28,106.32.195.69,204.66.117.201,ICMP,Block,23485,0.75
N00323,2025-04-03 10:20:25,214.255.212.156,222.122.178.72,ICMP,Reset,44108,0.34
N00324,2025-03-26 06:16:24,149.79.87.113,143.160.200.97,UDP,Reset,10187,0.23
N00325,2025-03-30 16:32:00,130.172.250.104,194.222.108.100,UDP,Allow,45819,0.86
N00326,2025-04-05 21:17:05,180.41.249.4,51.132.156.189,HTTP,Block,28645,0.91
N00327,2025-03-23 06:06:01,118.245.253.180,25.203.197.101,TCP,Allow,46028,0.4
N00328,2025-03-21 06:09:05,44.230.49.160,213.15.200.32,TCP,Block,22679,0.37
N00329,2025-03-16 19:15:20,202.66.0.228,143.182.6.153,HTTP,Block,27304,0.81
N00330,2025-04-13 04:10:23,112.6.189.79,195.85.194.119,HTTP,Block,20962,0.19
N00331,2025-03-14 18:25:50,214.24.174.175,197.253.31.109,HTTPS,Allow,4895,0.58
N00332,2025-03-29 08:12:10,197.156.81.89,178.234.154.4,UDP,Block,17686,0.76
N00333,2025-03-17 01:32:23,204.16.126.226,196.246.37.135,HTTPS,Allow,46048,0.09
N00334,2025-04-13 12:47:50,163.208.53.116,223.225.223.40,HTTP,Allow,45031,0.62
N00335,2025-03-25 09:15:31,204.118.69.198,96.105.187.139,TCP,Allow,8392,0.74
N00336,2025-03-24 04:54:09,133.38.131.59,212.156.178.185,ICMP,Allow,5865,0.55
N00337,2025-03-21 00:57:10,178.155.110.11,98.195.22.165,ICMP,Allow,29928,0.9
N00338,2025-03-18 08:17:08,45.113.168.23,192.247.179.97,UDP,Block,45396,0.3
N00339,2025-03-21 14:42:09,111.20.36.82,8.17.249.42,HTTPS,Allow,48737,0.79
N00340,2025-04-03 10:19:45,218.115.153.227,101.52.5.79,TCP,Block,16001,0.01
N00341,2025-03-25 00:45:00,128.60.210.158,87.76.67.125,HTTP,Reset,6408,0.95
N00342,2025-04-08 01:02:45,211.137.183.105,157.21.148.46,UDP,Block,11805,0.74
N00343,2025-04-10 11:43:07,185.31.202.9,222.147.179.87,HTTPS,Allow,42519,0.15
N00344,2025-03-15 05:55:35,114.179.246.25,53.64.6.135,ICMP,Reset,14247,0.78
N00345,2025-04-05 21:17:52,184.4.191.11,34.78.153.66,TCP,Reset,11820,0.29
N00346,2025-03-21 02:37:16,175.103.133.45,25.248.32.237,UDP,Reset,9058,0.77
N00347,2025-03-23 17:22:17,201.78.245.216,63.141.246.19,ICMP,Block,13205,0.54
N00348,2025-04-12 14:05:46,200.154.41.165,157.13.216.221,ICMP,Reset,12458,0.19
N00349,2025-04-04 02:26:47,220.174.16.109,75.74.223.130,HTTP,Block,22938,0.99
N00350,2025-03-16 01:39:48,163.197.205.13,138.193.226.91,ICMP,Reset,37399,0.59
N00351,2025-03-15 09:53:59,129.41.108.65,198.24.108.108,ICMP,Block,48841,0.06
N00352,2025-03-15 10:05:27,205.175.239.76,56.38.120.54,ICMP,Block,32144,0.16
N00353,2025-04-06 16:06:35,209.163.41.243,126.20.47.125,HTTPS,Allow,48536,0.95
N00354,2025-03-22 19:39:43,61.117.128.53,166.22.8.197,HTTPS,Block,46705,0.37
N00355,2025-03-31 16:14:51,152.64.174.232,158.12.103.222,ICMP,Block,20265,0.83
N00356,2025-03-26 13:46:41,197.165.149.191,135.195.154.48,HTTPS,Block,11561,0.06
N00357,2025-03-18 21:18:21,214.175.235.207,204.237.207.245,HTTP,Reset,7330,0.91
N00358,2025-04-12 04:08:38,43.54.173.35,146.205.196.82,HTTPS,Allow,29530,0.32
N00359,2025-03-24 23:18:41,65.203.214.139,125.82.209.97,TCP,Block,47357,0.92
N00360,2025-03-30 19:29:56,186.77.194.160,53.245.174.154,ICMP,Block,3604,0.46
N00361,2025-03-23 11:45:32,200.52.125.197,223.50.83.106,HTTPS,Allow,38836,0.66
N00362,2025-03-28 11:23:19,57.81.168.37,106.17.37.24,TCP,Allow,24561,0.14
N00363,2025-03-14 19:29:18,6.190.139.112,110.33.188.209,TCP,Block,32310,0.44
N00364,2025-04-03 00:02:06,206.110.223.172,213.33.75.160,ICMP,Reset,47138,0.19
N00365,2025-04-05 18:46:56,163.138.131.154,39.13.201.189,HTTP,Reset,4004,0.01
N00366,2025-04-08 00:59:23,103.16.28.17,206.52.221.73,TCP,Allow,41054,0.8
N00367,2025-03-16 10:33:44,169.39.187.23,201.163.43.94,TCP,Block,8374,0.1
N00368,2025-04-01 08:43:30,189.197.35.150,82.100.181.49,HTTPS,Allow,14833,0.54
N00369,2025-04-13 04:46:24,156.251.210.148,99.13.196.230,HTTP,Block,29298,0.2
N00370,2025-04-06 04:18:38,222.57.239.144,187.40.205.4,HTTPS,Reset,19109,0.8
N00371,2025-03-28 02:53:17,86.136.244.58,49.189.82.219,UDP,Block,49320,0.5
N00372,2025-03-31 05:03:34,114.250.191.29,122.59.55.142,ICMP,Block,15238,0.57
N00373,2025-03-26 08:39:01,214.14.86.124,217.175.74.29,HTTPS,Reset,41009,0.11
N00374,2025-03-22 10:05:27,133.255.144.112,214.24.65.198,TCP,Allow,49404,0.83
N00375,2025-04-07 03:22:35,129.228.82.34,17.63.132.8,UDP,Reset,5539,0.6
N00376,2025-03-23 09:36:07,188.170.156.140,78.18.24.210,TCP,Block,37807,0.97
N00377,2025-03-22 00:29:44,168.67.50.106,42.251.115.104,HTTP,Reset,49544,0.6
N00378,2025-03-19 12:18:42,192.221.11.31,184.147.138.161,ICMP,Reset,40929,0.4
N00379,2025-04-03 18:41:06,216.240.19.7,164.13.172.114,TCP,Reset,15226,0.15
N00380,2025-03-24 21:48:49,63.143.225.205,4.59.139.110,TCP,Block,14838,0.64
N00381,2025-04-12 02:35:29,195.96.51.76,207.148.242.125,HTTP,Block,17094,0.87
N00382,2025-03-16 11:44:32,195.127.177.157,196.236.7.206,HTTP,Allow,35500,0.67
N00383,2025-03-29 12:19:26,126.6.230.77,77.180.46.246,HTTPS,Reset,15480,0.34
N00384,2025-04-04 01:12:59,96.49.251.112,66.176.124.170,HTTPS,Reset,34751,1.0
N00385,2025-03-29 23:42:54,198.101.206.138,195.186.33.61,TCP,Block,35119,0.7
N00386,2025-04-06 04:27:51,12.242.67.59,208.157.235.148,ICMP,Reset,49522,0.78
N00387,2025-04-11 14:00:36,122.49.241.218,173.34.32.9,ICMP,Block,42351,0.03
N00388,2025-03-23 14:48:22,118.51.66.241,179.174.67.88,TCP,Reset,18189,0.69
N00389,2025-04-11 17:41:11,131.131.149.148,50.59.56.193,HTTP,Reset,26598,0.8
N00390,2025-04-11 14:11:06,207.138.26.197,154.159.90.199,TCP,Allow,30462,0.22
N00391,2025-03-28 19:29:42,9.23.158.196,55.221.236.239,HTTPS,Block,10723,0.7
N00392,2025-04-13 13:48:40,101.227.118.116,103.5.25.217,ICMP,Block,34002,0.43
N00393,2025-03-15 17:04:19,55.69.46.190,124.21.222.211,TCP,Allow,6130,0.86
N00394,2025-03-17 20:05:19,193.173.138.182,194.1.174.168,HTTPS,Reset,40479,0.96
N00395,2025-03-17 02:23:26,165.174.251.95,176.93.4.240,ICMP,Reset,32929,0.53
N00396,2025-04-06 13:23:57,151.214.168.80,204.125.13.31,HTTP,Block,24197,0.75
N00397,2025-03-17 22:15:06,170.189.228.59,196.160.22.253,HTTPS,Allow,26735,0.16
N00398,2025-04-05 05:26:17,132.197.63.67,171.96.76.134,UDP,Reset,19847,0.88
N00399,2025-03-27 08:23:33,191.117.23.125,186.121.36.154,HTTPS,Allow,46870,0.82
N00400,2025-04-07 20:26:17,201.113.90.5,199.188.89.10,UDP,Reset,536,0.51
N00401,2025-04-04 23:19:51,41.176.4.120,211.127.190.42,HTTP,Allow,3692,0.21
N00402,2025-03-25 16:21:01,216.94.184.54,218.12.159.63,TCP,Reset,27068,0.06
N00403,2025-03-19 14:24:37,195.245.7.51,24.75.167.44,UDP,Reset,34751,0.87
N00404,2025-03-24 19:08:13,135.118.222.155,218.183.234.186,UDP,Reset,27996,0.57
N00405,2025-03-18 07:39:42,204.248.12.99,215.159.139.209,UDP,Reset,12245,0.72
N00406,2025-04-11 07:49:34,128.89.161.229,169.176.204.132,ICMP,Block,26723,0.71
N00407,2025-04-09 23:12:14,114.183.24.101,45.38.217.42,UDP,Reset,49716,0.49
N00408,2025-03-20 03:38:50,85.217.114.57,210.223.114.184,UDP,Allow,44567,0.92
N00409,2025-04-02 13:00:50,79.158.131.55,146.52.158.144,HTTP,Reset,13017,0.73
N00410,2025-03-24 17:23:33,211.240.82.100,206.96.49.107,TCP,Block,788,0.43
N00411,2025-04-06 13:31:53,124.249.150.98,215.7.9.159,HTTPS,Reset,47197,0.45
N00412,2025-03-15 22:54:45,75.86.209.72,180.170.251.127,UDP,Allow,11191,0.22
N00413,2025-04-08 02:48:26,31.253.88.66,101.127.79.48,ICMP,Block,38362,0.41
N00414,2025-03-31 20:21:03,37.140.57.69,165.78.244.204,ICMP,Allow,39191,0.86
N00415,2025-03-21 07:16:58,218.206.142.183,154.255.85.1,HTTPS,Reset,44816,0.41
N00416,2025-03-31 21:04:55,90.151.238.245,77.96.169.191,HTTP,Block,24116,0.15
N00417,2025-03-16 06:57:53,112.250.23.255,206.255.75.142,UDP,Allow,19459,0.44
N00418,2025-03-16 18:51:27,206.34.141.143,125.73.5.125,TCP,Block,22252,0.38
N00419,2025-03-26 08:43:11,208.236.39.3,200.3.189.231,UDP,Allow,24947,0.49
N00420,2025-04-01 00:08:28,129.79.193.183,217.191.236.104,TCP,Reset,7400,0.7
N00421,2025-03-27 12:55:15,9.171.17.87,210.205.27.31,TCP,Allow,13049,0.73
N00422,2025-04-03 01:13:45,196.177.130.49,142.253.91.36,HTTPS,Reset,24761,0.69
N00423,2025-03-30 01:11:05,172.190.54.212,117.247.84.144,HTTP,Reset,15105,0.01
N00424,2025-04-06 05:04:15,217.173.30.189,199.151.18.248,HTTPS,Allow,49279,0.22
N00425,2025-04-06 03:28:28,217.249.11.149,148.47.78.162,TCP,Block,44124,0.6
N00426,2025-03-15 20:41:52,165.157.140.223,194.160.213.44,UDP,Allow,35552,0.09
N00427,2025-03-30 10:21:06,223.240.120.221,163.9.104.64,HTTPS,Reset,27176,0.54
N00428,2025-03-15 17:10:25,88.193.199.108,196.116.29.16,UDP,Reset,24412,0.2
N00429,2025-03-19 14:10:28,96.197.147.10,64.167.135.15,TCP,Reset,7638,0.59
N00430,2025-04-02 00:10:33,163.51.189.230,64.111.39.146,UDP,Allow,482,0.46
N00431,2025-03-17 19:24:05,2.116.196.230,222.135.6.144,UDP,Block,23016,0.77
N00432,2025-04-03 20:14:26,92.45.201.97,213.173.51.110,HTTPS,Block,37493,0.94
N00433,2025-03-28 01:22:56,65.34.26.148,165.117.247.238,HTTP,Allow,18431,0.76
N00434,2025-04-07 18:01:54,194.50.41.16,198.28.83.66,UDP,Block,4717,0.27
N00435,2025-04-05 08:13:16,182.230.121.159,168.250.17.39,HTTP,Reset,42317,0.11
N00436,2025-03-16 10:20:45,213.223.93.81,77.168.233.152,HTTPS,Reset,15990,0.18
N00437,2025-04-10 17:43:05,12.36.191.150,215.158.35.211,HTTP,Block,32559,0.19
N00438,2025-03-18 18:42:22,150.132.186.91,151.42.221.21,HTTPS,Allow,21302,0.68
N00439,2025-03-15 05:56:21,34.40.192.152,79.75.55.128,UDP,Allow,38736,0.82
N00440,2025-03-19 16:30:19,20.1.251.247,202.199.75.110,ICMP,Allow,30273,0.38
N00441,2025-04-02 11:06:02,69.114.229.243,43.187.239.116,UDP,Block,22936,0.06
N00442,2025-03-19 11:06:54,197.30.83.230,157.206.106.156,HTTPS,Block,9749,0.01
N00443,2025-03-25 23:47:42,207.141.56.124,183.21.139.188,UDP,Allow,38278,0.34
N00444,2025-03-15 05:16:14,202.4.58.41,192.154.92.117,UDP,Allow,42643,0.55
N00445,2025-04-07 21:51:18,222.214.126.36,162.133.107.132,HTTPS,Allow,11090,0.97
N00446,2025-03-18 02:46:15,218.170.155.29,143.84.121.151,TCP,Reset,20055,0.46
N00447,2025-03-26 18:38:36,131.169.39.163,204.8.218.148,HTTP,Block,37550,0.86
N00448,2025-04-13 11:59:37,11.82.235.27,156.244.85.14,UDP,Block,6356,0.23
N00449,2025-03-24 23:39:57,38.62.238.203,24.227.171.69,HTTPS,Reset,23353,0.07
N00450,2025-03-20 15:55:16,63.157.114.154,179.67.132.233,UDP,Block,28928,0.28
N00451,2025-03-15 23:46:53,196.152.149.23,28.137.57.100,HTTPS,Reset,12758,0.27
N00452,2025-04-05 07:39:23,205.200.61.165,57.100.145.157,HTTP,Block,30315,0.23
N00453,2025-03-28 19:04:50,212.31.177.219,181.253.68.135,TCP,Allow,39783,0.49
N00454,2025-04-10 18:37:35,74.186.49.151,119.206.16.128,ICMP,Reset,24144,0.32
N00455,2025-03-29 10:43:55,40.19.190.234,144.220.128.41,TCP,Block,5502,0.89
N00456,2025-04-01 21:26:49,129.223.29.179,53.174.23.156,UDP,Block,3805,0.88
N00457,2025-03-17 05:32:28,182.2.160.128,192.128.109.233,HTTPS,Block,45411,0.26
N00458,2025-03-16 02:22:18,204.97.7.178,188.63.169.200,ICMP,Reset,6675,0.23
N00459,2025-04-11 14:16:08,65.181.0.46,55.223.19.198,HTTPS,Block,19905,0.79
N00460,2025-03-26 10:10:31,161.17.230.16,12.58.190.58,HTTP,Allow,2312,0.72
N00461,2025-03-20 03:53:31,208.77.252.249,217.42.33.56,HTTP,Reset,29342,0.01
N00462,2025-03-26 13:37:57,45.89.202.139,5.201.88.68,UDP,Block,32050,0.57
N00463,2025-03-25 13:40:52,135.188.10.164,211.79.13.186,HTTP,Allow,31978,0.14
N00464,2025-03-31 12:33:56,207.9.83.243,216.147.35.174,HTTPS,Allow,36831,0.11
N00465,2025-03-27 22:36:50,216.234.249.98,6.120.148.34,HTTP,Block,5596,0.41
N00466,2025-04-12 06:02:47,198.14.77.46,93.228.58.64,ICMP,Block,48744,0.37
N00467,2025-03-22 05:13:47,199.190.105.184,203.61.175.96,TCP,Allow,36257,0.19
N00468,2025-03-23 10:07:01,119.214.168.64,206.82.118.114,UDP,Reset,28436,0.17
N00469,2025-04-09 11:57:34,9.26.31.122,109.139.76.187,TCP,Block,13431,0.04
N00470,2025-04-07 14:47:25,51.152.144.194,214.23.62.111,ICMP,Reset,23502,0.05
N00471,2025-04-05 10:20:26,219.37.239.242,140.0.122.237,TCP,Allow,32658,0.16
N00472,2025-03-20 15:53:10,42.54.193.218,126.34.102.215,HTTPS,Block,20451,0.71
N00473,2025-04-07 10:22:57,210.188.124.34,174.134.76.127,UDP,Reset,24791,0.06
N00474,2025-03-29 09:21:17,216.128.147.88,193.80.237.241,ICMP,Allow,45359,0.16
N00475,2025-03-26 01:47:24,196.253.150.179,54.63.18.88,HTTP,Reset,45649,0.52
N00476,2025-03-16 03:19:42,142.239.219.66,169.255.120.173,TCP,Reset,10211,0.37
N00477,2025-04-08 09:50:28,141.75.2.41,79.222.240.172,TCP,Reset,3376,0.63
N00478,2025-03-17 14:05:11,25.13.169.83,214.142.117.231,HTTPS,Reset,27192,0.64
N00479,2025-04-01 13:21:00,156.170.58.201,16.71.55.197,ICMP,Reset,3018,0.07
N00480,2025-04-08 13:10:40,220.204.193.63,213.112.255.184,HTTP,Reset,44389,0.72
N00481,2025-04-09 21:00:11,72.170.249.60,207.89.163.150,UDP,Block,11023,0.39
N00482,2025-04-12 06:48:50,207.99.122.253,213.2.209.148,TCP,Reset,36024,0.52
N00483,2025-03-18 05:14:40,137.209.22.157,6.248.92.144,ICMP,Allow,30259,0.73
N00484,2025-04-06 15:17:10,35.120.123.182,132.140.113.72,UDP,Block,41438,0.26
N00485,2025-04-04 08:13:43,216.56.164.37,118.73.123.15,HTTP,Allow,19675,0.02
N00486,2025-04-12 11:37:15,211.80.190.40,201.191.37.244,UDP,Reset,1049,0.58
N00487,2025-03-18 21:15:53,222.167.41.133,28.170.24.245,UDP,Allow,35392,0.48
N00488,2025-04-11 01:29:38,188.154.207.222,137.125.7.39,TCP,Reset,10927,0.94
N00489,2025-03-25 23:00:37,160.185.215.120,208.94.221.241,HTTPS,Block,22184,0.61
N00490,2025-03-17 06:12:59,155.166.244.208,175.191.67.78,TCP,Reset,1060,0.57
N00491,2025-04-02 17:09:02,195.77.194.35,213.12.198.203,HTTPS,Block,6211,0.9
N00492,2025-03-28 19:33:25,185.108.65.105,195.255.203.246,UDP,Reset,16236,0.41
N00493,2025-03-27 13:25:10,78.83.128.119,218.10.89.246,ICMP,Allow,9847,0.18
N00494,2025-03-17 07:56:39,156.185.186.158,140.81.110.223,HTTPS,Allow,25640,0.31
N00495,2025-03-22 22:45:14,221.156.160.227,125.73.115.139,ICMP,Allow,1604,0.46
N00496,2025-04-02 01:47:28,208.171.136.127,192.33.116.214,HTTP,Allow,7685,0.17
N00497,2025-03-28 03:47:38,137.161.244.190,217.101.213.231,ICMP,Reset,4016,0.67
N00498,2025-04-11 00:29:40,215.101.177.118,83.152.202.118,TCP,Allow,27264,0.19
N00499,2025-03-31 15:14:38,41.59.220.101,42.217.122.6,TCP,Reset,19549,0.59
N00500,2025-03-21 01:12:14,118.162.154.191,198.235.146.77,HTTPS,Block,19697,0.54
N00501,2025-03-23 02:45:56,221.113.182.141,74.32.153.68,UDP,Block,44275,0.83
N00502,2025-03-20 10:56:47,90.207.17.126,220.251.28.228,HTTPS,Reset,30569,0.64
N00503,2025-04-07 05:56:51,179.82.244.250,97.76.89.109,TCP,Allow,17664,0.11
N00504,2025-04-02 21:29:43,157.213.82.236,141.171.173.86,UDP,Block,8911,0.98
N00505,2025-04-11 14:57:26,220.90.27.135,197.78.202.147,ICMP,Reset,2968,0.31
N00506,2025-04-10 07:36:27,208.79.185.27,113.116.133.178,UDP,Allow,22642,1.0
N00507,2025-03-18 07:56:40,141.223.12.253,194.201.181.134,TCP,Block,46206,0.91
N00508,2025-03-31 19:08:59,222.136.91.61,145.71.41.157,HTTP,Reset,39961,0.77
N00509,2025-03-30 20:57:48,37.184.40.0,220.71.162.33,ICMP,Reset,32160,0.58
N00510,2025-04-06 11:07:28,70.176.169.3,27.193.96.157,TCP,Block,36289,0.65
N00511,2025-03-16 02:30:38,202.68.139.158,108.59.220.38,HTTP,Reset,24967,0.86
N00512,2025-03-31 19:01:58,138.65.87.38,113.194.12.24,ICMP,Reset,5279,0.55
N00513,2025-03-25 02:02:12,111.131.234.102,170.42.36.201,TCP,Allow,11537,0.56
N00514,2025-03-26 20:02:39,70.188.6.154,158.124.19.45,TCP,Reset,32652,0.64
N00515,2025-04-02 07:48:41,142.96.32.123,176.198.118.235,UDP,Allow,18392,0.78
N00516,2025-03-26 06:04:37,78.122.204.199,2.205.224.88,TCP,Reset,7863,0.75
N00517,2025-03-31 04:59:47,77.197.64.49,118.175.158.125,HTTP,Block,17470,0.21
N00518,2025-03-16 10:14:01,113.189.184.128,199.126.38.144,UDP,Reset,36183,0.04
N00519,2025-03-30 09:17:51,146.33.185.121,207.194.174.175,HTTP,Reset,44472,0.57
N00520,2025-03-24 00:53:00,142.146.65.5,107.197.27.58,HTTP,Allow,2645,0.9
N00521,2025-03-16 06:39:00,206.206.93.193,8.99.68.42,UDP,Block,5330,0.04
N00522,2025-04-12 19:31:31,164.92.236.211,68.24.73.217,HTTPS,Block,24543,0.12
N00523,2025-03-28 14:34:57,184.239.212.15,193.3.245.186,TCP,Allow,49639,0.51
N00524,2025-04-11 22:36:00,194.72.195.143,159.1.0.251,HTTPS,Block,1106,0.03
N00525,2025-03-21 02:48:31,192.92.118.161,75.171.82.195,ICMP,Allow,32333,0.94
N00526,2025-04-03 01:38:36,208.43.13.249,128.219.68.55,HTTPS,Reset,21790,0.94
N00527,2025-04-08 18:19:47,217.71.208.120,218.47.155.27,UDP,Reset,20458,0.73
N00528,2025-03-20 14:26:25,167.79.183.8,150.82.123.2,UDP,Reset,37097,0.83
N00529,2025-03-27 05:36:41,103.248.173.6,183.147.59.196,ICMP,Block,34530,0.54
N00530,2025-04-06 22:31:07,71.216.106.40,121.184.178.53,ICMP,Reset,47738,0.9
N00531,2025-04-04 15:24:32,149.218.32.170,174.76.252.66,ICMP,Allow,28633,0.63
N00532,2025-03-31 12:56:59,157.3.189.65,182.83.136.67,TCP,Allow,7924,0.4
N00533,2025-04-08 13:23:41,218.135.245.215,67.202.66.198,HTTP,Allow,32071,0.31
N00534,2025-03-19 11:16:11,203.247.72.192,190.27.254.8,HTTPS,Allow,29229,0.81
N00535,2025-04-12 01:28:04,213.231.186.138,25.11.63.57,UDP,Reset,13970,0.28
N00536,2025-03-28 00:32:16,122.85.210.182,188.131.117.21,ICMP,Reset,22549,0.31
N00537,2025-03-18 21:22:04,113.104.106.142,159.151.151.200,ICMP,Allow,42643,0.73
N00538,2025-03-18 13:34:41,192.43.114.185,165.196.194.209,UDP,Block,13777,0.61
N00539,2025-04-09 13:33:58,200.131.37.166,183.120.150.150,TCP,Reset,10834,0.35
N00540,2025-04-11 07:44:57,200.172.243.235,14.27.253.1,HTTP,Reset,20845,0.7
N00541,2025-04-05 22:18:36,133.78.74.219,170.214.166.204,HTTPS,Allow,33527,0.45
N00542,2025-03-14 17:19:25,211.155.91.197,49.249.145.95,HTTP,Block,17154,0.09
N00543,2025-04-11 22:37:49,199.240.110.238,35.68.28.211,HTTP,Block,4607,0.97
N00544,2025-04-13 14:29:31,121.104.37.123,135.40.193.109,ICMP,Allow,34090,0.2
N00545,2025-03-31 04:29:26,197.120.243.107,199.3.99.81,TCP,Reset,24274,0.42
N00546,2025-03-29 05:31:30,155.250.197.231,206.23.115.105,ICMP,Allow,9726,0.9
N00547,2025-04-01 17:03:47,107.26.9.251,215.82.203.44,UDP,Reset,39176,0.9
N00548,2025-03-25 18:18:13,154.113.177.86,117.9.71.103,HTTP,Reset,13569,0.48
N00549,2025-04-10 19:38:36,180.119.119.140,212.91.175.217,UDP,Allow,5908,0.93
N00550,2025-03-31 01:30:01,161.144.70.245,204.217.11.43,UDP,Allow,14983,0.38
N00551,2025-03-24 04:08:17,79.106.31.136,198.12.3.225,ICMP,Allow,40148,0.96
N00552,2025-04-03 22:42:58,85.81.163.141,191.153.52.66,HTTPS,Allow,49850,0.94
N00553,2025-04-10 05:52:03,86.107.173.205,74.185.208.231,HTTPS,Reset,13317,0.07
N00554,2025-03-25 06:24:34,149.231.181.114,136.177.192.230,UDP,Block,44162,0.65
N00555,2025-03-27 02:43:13,129.155.124.255,211.241.81.169,ICMP,Allow,16585,0.01
N00556,2025-04-05 07:36:53,62.158.78.18,212.89.212.210,TCP,Block,31602,0.24
N00557,2025-03-27 06:32:00,146.99.191.162,139.225.65.194,HTTPS,Reset,37420,0.72
N00558,2025-03-22 13:31:58,194.182.63.203,222.144.217.252,HTTP,Reset,29134,0.93
N00559,2025-03-28 05:08:34,210.220.107.237,70.198.38.182,ICMP,Allow,43993,0.15
N00560,2025-03-16 22:08:37,203.155.242.68,83.208.140.216,HTTP,Reset,40534,0.09
N00561,2025-03-24 19:18:05,218.170.148.82,143.48.194.189,ICMP,Block,37902,0.59
N00562,2025-03-29 01:49:06,219.212.123.33,204.103.135.240,ICMP,Block,46164,0.42
N00563,2025-04-08 04:33:02,174.190.60.117,217.104.74.19,HTTP,Reset,29907,0.56
N00564,2025-03-30 01:28:38,161.145.57.12,42.34.141.122,ICMP,Block,15926,0.5
N00565,2025-04-02 22:17:23,144.106.54.255,185.31.128.143,HTTPS,Reset,32122,0.87
N00566,2025-04-08 23:53:18,214.26.174.47,67.54.206.98,UDP,Allow,5220,0.11
N00567,2025-03-30 17:33:54,109.94.149.219,205.250.56.26,HTTP,Reset,47499,0.1
N00568,2025-03-23 15:01:05,143.244.51.174,73.242.185.71,HTTPS,Allow,22128,0.95
N00569,2025-04-04 17:15:21,193.69.108.102,61.245.204.147,UDP,Allow,4433,0.07
N00570,2025-04-08 17:23:24,56.31.33.247,61.139.153.22,UDP,Block,49194,0.42
N00571,2025-04-09 15:35:44,61.43.122.160,214.187.215.224,ICMP,Allow,830,0.13
N00572,2025-03-21 08:38:42,36.143.76.190,175.72.81.92,HTTP,Block,18166,0.01
N00573,2025-04-05 10:24:12,179.26.158.30,13.230.175.171,HTTPS,Reset,25583,0.03
N00574,2025-03-19 00:44:36,31.19.243.111,143.133.141.45,UDP,Reset,13235,0.02
N00575,2025-03-18 11:37:26,142.77.211.153,163.82.138.101,HTTPS,Reset,15008,0.05
